state,year,rate_value
Idaho,2015,997
Idaho,2015,708
Idaho,2015,652
Idaho,2016,26
Idaho,2016,31
Idaho,2016,53
Idaho,2016,56
Idaho,2016,102
Idaho,2016,175
Idaho,2016,231
Idaho,2016,360
Idaho,2016,525
Idaho,2016,878
Idaho,2016,1151
Idaho,2016,1484
Idaho,2016,1282
Idaho,2016,1050
Idaho,2016,756
Idaho,2016,713
Idaho,2017,19
Idaho,2017,17
Idaho,2017,19
Idaho,2017,30
Idaho,2017,48
Idaho,2017,69
Idaho,2017,103
Idaho,2017,161
Idaho,2017,245
Idaho,2017,372
Idaho,2017,537
Idaho,2017,895
Idaho,2017,1185
Idaho,2017,1547
Idaho,2017,1455
Idaho,2017,1161
Idaho,2017,716
Idaho,2017,746
Idaho,2018,23
Idaho,2018,25
Idaho,2018,46
Idaho,2018,62
Idaho,2018,97
Idaho,2018,205
Idaho,2018,236
Idaho,2018,338
Idaho,2018,597
Idaho,2018,876
Idaho,2018,1255
Idaho,2018,1539
Idaho,2018,1471
Idaho,2018,1161
Idaho,2018,785
Idaho,2018,674
Idaho,2019,26
Idaho,2019,20
Idaho,2019,26
Idaho,2019,53
Idaho,2019,69
Idaho,2019,119
Idaho,2019,188
Idaho,2019,280
Idaho,2019,363
Idaho,2019,510
Idaho,2019,942
Idaho,2019,1253
Idaho,2019,1696
Idaho,2019,1688
Idaho,2019,1291
Idaho,2019,861
Idaho,2019,668
Idaho,2020,18
Idaho,2020,20
Idaho,2020,26
Idaho,2020,47
Idaho,2020,77
Idaho,2020,114
Idaho,2020,192
Idaho,2020,299
Idaho,2020,406
Idaho,2020,584
Idaho,2020,842
Idaho,2020,1283
Idaho,2020,1645
Idaho,2020,1631
Idaho,2020,1217
Idaho,2020,763
Idaho,2020,680
Idaho,2021,16
Idaho,2021,22
Idaho,2021,21
Idaho,2021,30
Idaho,2021,50
Idaho,2021,82
Idaho,2021,133
Idaho,2021,174
Idaho,2021,276
Idaho,2021,405
Idaho,2021,620
Idaho,2021,849
Idaho,2021,1372
Idaho,2021,1796
Idaho,2021,1738
Idaho,2021,1348
Idaho,2021,900
Idaho,2021,727
Idaho,2022,19
Idaho,2022,16
Idaho,2022,20
Idaho,2022,32
Idaho,2022,51
Idaho,2022,73
Idaho,2022,121
Idaho,2022,177
Idaho,2022,302
Idaho,2022,399
Idaho,2022,609
Idaho,2022,779
Idaho,2022,1305
Idaho,2022,1734
Idaho,2022,1723
Idaho,2022,1386
Idaho,2022,876
Idaho,2022,708
Illinois,1999,37
Illinois,1999,141
Illinois,1999,101
Illinois,1999,129
Illinois,1999,183
Illinois,1999,305
Illinois,1999,447
Illinois,1999,759
Illinois,1999,1280
Illinois,1999,2214
Illinois,1999,3283
Illinois,1999,4385
Illinois,1999,5500
Illinois,1999,6531
Illinois,1999,7969
Illinois,1999,8818
Illinois,1999,8154
Illinois,1999,5611
Illinois,1999,4746
Illinois,2000,31
Illinois,2000,118
Illinois,2000,98
Illinois,2000,108
Illinois,2000,192
Illinois,2000,270
Illinois,2000,454
Illinois,2000,782
Illinois,2000,1295
Illinois,2000,2137
Illinois,2000,3487
Illinois,2000,4652
Illinois,2000,5688
Illinois,2000,6602
Illinois,2000,7885
Illinois,2000,8854
Illinois,2000,8035
Illinois,2000,5813
Illinois,2000,4673
Illinois,2001,52
Illinois,2001,161
Illinois,2001,87
Illinois,2001,115
Illinois,2001,180
Illinois,2001,270
Illinois,2001,471
Illinois,2001,719
Illinois,2001,1302
Illinois,2001,2304
Illinois,2001,3418
Illinois,2001,5012
Illinois,2001,5903
Illinois,2001,6688
Illinois,2001,7949
Illinois,2001,8956
Illinois,2001,8299
Illinois,2001,6094
Illinois,2001,5043
Illinois,2002,32
Illinois,2002,155
Illinois,2002,116
Illinois,2002,112
Illinois,2002,169
Illinois,2002,282
Illinois,2002,432
Illinois,2002,749
Illinois,2002,1308
Illinois,2002,2373
Illinois,2002,3554
Illinois,2002,4908
Illinois,2002,6125
Illinois,2002,7119
Illinois,2002,7988
Illinois,2002,8781
Illinois,2002,8513
Illinois,2002,6331
Illinois,2002,5297
Illinois,2003,43
Illinois,2003,132
Illinois,2003,104
Illinois,2003,92
Illinois,2003,202
Illinois,2003,304
Illinois,2003,442
Illinois,2003,756
Illinois,2003,1216
Illinois,2003,2338
Illinois,2003,3574
Illinois,2003,4986
Illinois,2003,6255
Illinois,2003,6970
Illinois,2003,7802
Illinois,2003,8234
Illinois,2003,8209
Illinois,2003,6231
Illinois,2003,5136
Illinois,2004,40
Illinois,2004,155
Illinois,2004,109
Illinois,2004,129
Illinois,2004,183
Illinois,2004,302
Illinois,2004,450
Illinois,2004,805
Illinois,2004,1273
Illinois,2004,2363
Illinois,2004,3733
Illinois,2004,5018
Illinois,2004,6386
Illinois,2004,7264
Illinois,2004,7747
Illinois,2004,8258
Illinois,2004,8166
Illinois,2004,6263
Illinois,2004,5184
Illinois,2005,44
Illinois,2005,152
Illinois,2005,104
Illinois,2005,124
Illinois,2005,190
Illinois,2005,332
Illinois,2005,497
Illinois,2005,744
Illinois,2005,1279
Illinois,2005,2298
Illinois,2005,3663
Illinois,2005,5285
Illinois,2005,6750
Illinois,2005,7325
Illinois,2005,7822
Illinois,2005,7917
Illinois,2005,8072
Illinois,2005,6468
Illinois,2005,5238
Illinois,2006,36
Illinois,2006,135
Illinois,2006,104
Illinois,2006,124
Illinois,2006,193
Illinois,2006,308
Illinois,2006,498
Illinois,2006,779
Illinois,2006,1310
Illinois,2006,2288
Illinois,2006,3947
Illinois,2006,5528
Illinois,2006,7125
Illinois,2006,7660
Illinois,2006,8350
Illinois,2006,8160
Illinois,2006,7966
Illinois,2006,6471
Illinois,2006,5285
Illinois,2007,36
Illinois,2007,136
Illinois,2007,107
Illinois,2007,127
Illinois,2007,224
Illinois,2007,328
Illinois,2007,504
Illinois,2007,784
Illinois,2007,1277
Illinois,2007,2298
Illinois,2007,4027
Illinois,2007,5668
Illinois,2007,7251
Illinois,2007,8241
Illinois,2007,8725
Illinois,2007,8246
Illinois,2007,7937
Illinois,2007,6409
Illinois,2007,5353
Illinois,2008,45
Illinois,2008,136
Illinois,2008,101
Illinois,2008,121
Illinois,2008,227
Illinois,2008,316
Illinois,2008,574
Illinois,2008,806
Illinois,2008,1253
Illinois,2008,2283
Illinois,2008,3922
Illinois,2008,5939
Illinois,2008,7484
Illinois,2008,8605
Illinois,2008,9225
Illinois,2008,8240
Illinois,2008,7783
Illinois,2008,6393
Illinois,2008,5656
Illinois,2009,42
Illinois,2009,147
Illinois,2009,101
Illinois,2009,97
Illinois,2009,223
Illinois,2009,327
Illinois,2009,524
Illinois,2009,850
Illinois,2009,1325
Illinois,2009,2213
Illinois,2009,3981
Illinois,2009,6068
Illinois,2009,7586
Illinois,2009,8991
Illinois,2009,9424
Illinois,2009,8472
Illinois,2009,7489
Illinois,2009,6309
Illinois,2009,5558
Illinois,2010,35
Illinois,2010,149
Illinois,2010,118
Illinois,2010,118
Illinois,2010,217
Illinois,2010,330
Illinois,2010,570
Illinois,2010,832
Illinois,2010,1245
Illinois,2010,2177
Illinois,2010,3792
Illinois,2010,5893
Illinois,2010,7623
Illinois,2010,8943
Illinois,2010,9148
Illinois,2010,8272
Illinois,2010,7252
Illinois,2010,6080
Illinois,2010,5600
Illinois,2011,33
Illinois,2011,149
Illinois,2011,114
Illinois,2011,128
Illinois,2011,215
Illinois,2011,313
Illinois,2011,605
Illinois,2011,771
Illinois,2011,1257
Illinois,2011,2206
Illinois,2011,3712
Illinois,2011,6140
Illinois,2011,7835
Illinois,2011,9307
Illinois,2011,9529
Illinois,2011,8396
Illinois,2011,7250
Illinois,2011,6119
Illinois,2011,5773
Illinois,2012,34
Illinois,2012,146
Illinois,2012,97
Illinois,2012,123
Illinois,2012,201
Illinois,2012,319
Illinois,2012,551
Illinois,2012,825
Illinois,2012,1175
Illinois,2012,2220
Illinois,2012,3540
Illinois,2012,5998
Illinois,2012,7775
Illinois,2012,9189
Illinois,2012,9794
Illinois,2012,8460
Illinois,2012,7099
Illinois,2012,5864
Illinois,2012,5541
Illinois,2013,42
Illinois,2013,150
Illinois,2013,104
Illinois,2013,145
Illinois,2013,207
Illinois,2013,360
Illinois,2013,512
Illinois,2013,861
Illinois,2013,1268
Illinois,2013,2148
Illinois,2013,3415
Illinois,2013,6017
Illinois,2013,7895
Illinois,2013,9368
Illinois,2013,9951
Illinois,2013,8701
Illinois,2013,7203
Illinois,2013,5740
Illinois,2013,5657
Illinois,2014,45
Illinois,2014,141
Illinois,2014,118
Illinois,2014,118
Illinois,2014,226
Illinois,2014,378
Illinois,2014,525
Illinois,2014,852
Illinois,2014,1280
Illinois,2014,2086
Illinois,2014,3395
Illinois,2014,5927
Illinois,2014,8229
Illinois,2014,9657
Illinois,2014,10264
Illinois,2014,9251
Illinois,2014,7266
Illinois,2014,5541
Illinois,2014,5876
Illinois,2015,36
Illinois,2015,145
Illinois,2015,109
Illinois,2015,119
Illinois,2015,223
Illinois,2015,347
Illinois,2015,597
Illinois,2015,903
Illinois,2015,1328
Illinois,2015,2143
Illinois,2015,3415
Illinois,2015,5625
Illinois,2015,8319
Illinois,2015,9980
Illinois,2015,11041
Illinois,2015,9358
Illinois,2015,7602
Illinois,2015,5600
Illinois,2015,5848
Illinois,2016,45
Illinois,2016,154
Illinois,2016,99
Illinois,2016,147
Illinois,2016,229
Illinois,2016,385
Illinois,2016,583
Illinois,2016,932
Illinois,2016,1308
Illinois,2016,2104
Illinois,2016,3404
Illinois,2016,5625
Illinois,2016,8085
Illinois,2016,10003
Illinois,2016,11376
Illinois,2016,9669
Illinois,2016,7715
Illinois,2016,5646
Illinois,2016,5873
Illinois,2017,49
Illinois,2017,149
Illinois,2017,100
Illinois,2017,117
Illinois,2017,229
Illinois,2017,324
Illinois,2017,560
Illinois,2017,877
Illinois,2017,1306
Illinois,2017,2076
Illinois,2017,3341
Illinois,2017,5334
Illinois,2017,8227
Illinois,2017,10181
Illinois,2017,11546
Illinois,2017,10149
Illinois,2017,8176
Illinois,2017,5695
Illinois,2017,5761
Illinois,2018,30
Illinois,2018,141
Illinois,2018,107
Illinois,2018,155
Illinois,2018,212
Illinois,2018,318
Illinois,2018,579
Illinois,2018,897
Illinois,2018,1276
Illinois,2018,2122
Illinois,2018,3243
Illinois,2018,5090
Illinois,2018,7905
Illinois,2018,10405
Illinois,2018,11668
Illinois,2018,10623
Illinois,2018,8367
Illinois,2018,5804
Illinois,2018,5738
Illinois,2019,35
Illinois,2019,143
Illinois,2019,104
Illinois,2019,133
Illinois,2019,214
Illinois,2019,316
Illinois,2019,553
Illinois,2019,857
Illinois,2019,1361
Illinois,2019,2064
Illinois,2019,3386
Illinois,2019,5027
Illinois,2019,7828
Illinois,2019,10893
Illinois,2019,11871
Illinois,2019,11050
Illinois,2019,8604
Illinois,2019,5899
Illinois,2019,5757
Illinois,2020,41
Illinois,2020,121
Illinois,2020,81
Illinois,2020,134
Illinois,2020,212
Illinois,2020,294
Illinois,2020,504
Illinois,2020,817
Illinois,2020,1214
Illinois,2020,1961
Illinois,2020,2944
Illinois,2020,4507
Illinois,2020,6971
Illinois,2020,9709
Illinois,2020,11104
Illinois,2020,10331
Illinois,2020,8167
Illinois,2020,5541
Illinois,2020,5015
Illinois,2021,31
Illinois,2021,142
Illinois,2021,93
Illinois,2021,105
Illinois,2021,200
Illinois,2021,312
Illinois,2021,557
Illinois,2021,942
Illinois,2021,1395
Illinois,2021,2250
Illinois,2021,3146
Illinois,2021,5000
Illinois,2021,7446
Illinois,2021,10565
Illinois,2021,12329
Illinois,2021,11773
Illinois,2021,8939
Illinois,2021,6228
Illinois,2021,5643
Illinois,2022,33
Illinois,2022,117
Illinois,2022,103
Illinois,2022,108
Illinois,2022,191
Illinois,2022,304
Illinois,2022,562
Illinois,2022,822
Illinois,2022,1333
Illinois,2022,2216
Illinois,2022,3204
Illinois,2022,4771
Illinois,2022,6949
Illinois,2022,10266
Illinois,2022,12376
Illinois,2022,11669
Illinois,2022,9072
Illinois,2022,5989
Illinois,2022,5280
Indiana,1999,30
Indiana,1999,82
Indiana,1999,43
Indiana,1999,57
Indiana,1999,85
Indiana,1999,129
Indiana,1999,250
Indiana,1999,376
Indiana,1999,625
Indiana,1999,1004
Indiana,1999,1605
Indiana,1999,2172
Indiana,1999,2597
Indiana,1999,3163
Indiana,1999,3854
Indiana,1999,4463
Indiana,1999,3757
Indiana,1999,2480
Indiana,1999,1839
Indiana,2000,23
Indiana,2000,67
Indiana,2000,47
Indiana,2000,44
Indiana,2000,103
Indiana,2000,136
Indiana,2000,221
Indiana,2000,354
Indiana,2000,617
Indiana,2000,1070
Indiana,2000,1611
Indiana,2000,2339
Indiana,2000,2761
Indiana,2000,3338
Indiana,2000,3910
Indiana,2000,4417
Indiana,2000,3918
Indiana,2000,2637
Indiana,2000,2187
Indiana,2001,21
Indiana,2001,78
Indiana,2001,54
Indiana,2001,48
Indiana,2001,110
Indiana,2001,156
Indiana,2001,264
Indiana,2001,393
Indiana,2001,658
Indiana,2001,1082
Indiana,2001,1702
Indiana,2001,2461
Indiana,2001,2968
Indiana,2001,3298
Indiana,2001,4023
Indiana,2001,4582
Indiana,2001,4221
Indiana,2001,2850
Indiana,2001,2262
Indiana,2002,21
Indiana,2002,67
Indiana,2002,62
Indiana,2002,55
Indiana,2002,123
Indiana,2002,148
Indiana,2002,243
Indiana,2002,400
Indiana,2002,633
Indiana,2002,1185
Indiana,2002,1712
Indiana,2002,2455
Indiana,2002,3048
Indiana,2002,3427
Indiana,2002,3922
Indiana,2002,4575
Indiana,2002,4243
Indiana,2002,2940
Indiana,2002,2395
Indiana,2003,22
Indiana,2003,68
Indiana,2003,43
Indiana,2003,56
Indiana,2003,97
Indiana,2003,159
Indiana,2003,223
Indiana,2003,385
Indiana,2003,630
Indiana,2003,1151
Indiana,2003,1771
Indiana,2003,2435
Indiana,2003,3175
Indiana,2003,3609
Indiana,2003,3985
Indiana,2003,4289
Indiana,2003,4172
Indiana,2003,3070
Indiana,2003,2359
Indiana,2004,74
Indiana,2004,48
Indiana,2004,55
Indiana,2004,98
Indiana,2004,155
Indiana,2004,201
Indiana,2004,370
Indiana,2004,577
Indiana,2004,1132
Indiana,2004,1845
Indiana,2004,2545
Indiana,2004,3172
Indiana,2004,3685
Indiana,2004,4040
Indiana,2004,4089
Indiana,2004,4058
Indiana,2004,3045
Indiana,2004,2368
Indiana,2005,20
Indiana,2005,82
Indiana,2005,57
Indiana,2005,55
Indiana,2005,88
Indiana,2005,164
Indiana,2005,243
Indiana,2005,363
Indiana,2005,601
Indiana,2005,1129
Indiana,2005,1804
Indiana,2005,2663
Indiana,2005,3390
Indiana,2005,3702
Indiana,2005,4147
Indiana,2005,4142
Indiana,2005,4123
Indiana,2005,3060
Indiana,2005,2348
Indiana,2006,25
Indiana,2006,73
Indiana,2006,46
Indiana,2006,61
Indiana,2006,100
Indiana,2006,129
Indiana,2006,219
Indiana,2006,352
Indiana,2006,656
Indiana,2006,1146
Indiana,2006,1950
Indiana,2006,2694
Indiana,2006,3577
Indiana,2006,3935
Indiana,2006,4275
Indiana,2006,4272
Indiana,2006,4046
Indiana,2006,3186
Indiana,2006,2537
Indiana,2007,29
Indiana,2007,91
Indiana,2007,59
Indiana,2007,54
Indiana,2007,109
Indiana,2007,148
Indiana,2007,267
Indiana,2007,360
Indiana,2007,635
Indiana,2007,1075
Indiana,2007,1976
Indiana,2007,2771
Indiana,2007,3668
Indiana,2007,3941
Indiana,2007,4546
Indiana,2007,4283
Indiana,2007,3991
Indiana,2007,3091
Indiana,2007,2441
Indiana,2008,34
Indiana,2008,86
Indiana,2008,71
Indiana,2008,68
Indiana,2008,93
Indiana,2008,143
Indiana,2008,269
Indiana,2008,381
Indiana,2008,631
Indiana,2008,1009
Indiana,2008,1902
Indiana,2008,2839
Indiana,2008,3750
Indiana,2008,4230
Indiana,2008,4749
Indiana,2008,4132
Indiana,2008,3858
Indiana,2008,3181
Indiana,2008,2593
Indiana,2009,21
Indiana,2009,83
Indiana,2009,55
Indiana,2009,57
Indiana,2009,90
Indiana,2009,145
Indiana,2009,253
Indiana,2009,420
Indiana,2009,595
Indiana,2009,1137
Indiana,2009,1954
Indiana,2009,2851
Indiana,2009,3644
Indiana,2009,4520
Indiana,2009,4689
Indiana,2009,4088
Indiana,2009,3656
Indiana,2009,3060
Indiana,2009,2562
Indiana,2010,30
Indiana,2010,81
Indiana,2010,67
Indiana,2010,62
Indiana,2010,102
Indiana,2010,154
Indiana,2010,256
Indiana,2010,357
Indiana,2010,621
Indiana,2010,1017
Indiana,2010,1930
Indiana,2010,2987
Indiana,2010,3862
Indiana,2010,4507
Indiana,2010,4660
Indiana,2010,4195
Indiana,2010,3653
Indiana,2010,3017
Indiana,2010,2480
Indiana,2011,17
Indiana,2011,94
Indiana,2011,54
Indiana,2011,57
Indiana,2011,88
Indiana,2011,173
Indiana,2011,245
Indiana,2011,412
Indiana,2011,606
Indiana,2011,1011
Indiana,2011,1832
Indiana,2011,2882
Indiana,2011,3911
Indiana,2011,4751
Indiana,2011,4956
Indiana,2011,4267
Indiana,2011,3576
Indiana,2011,2995
Indiana,2011,2660
Indiana,2012,18
Indiana,2012,89
Indiana,2012,67
Indiana,2012,59
Indiana,2012,114
Indiana,2012,168
Indiana,2012,264
Indiana,2012,416
Indiana,2012,583
Indiana,2012,998
Indiana,2012,1884
Indiana,2012,2924
Indiana,2012,3899
Indiana,2012,4629
Indiana,2012,5075
Indiana,2012,4387
Indiana,2012,3674
Indiana,2012,2887
Indiana,2012,2696
Indiana,2013,20
Indiana,2013,80
Indiana,2013,48
Indiana,2013,66
Indiana,2013,99
Indiana,2013,153
Indiana,2013,233
Indiana,2013,423
Indiana,2013,616
Indiana,2013,1111
Indiana,2013,1714
Indiana,2013,2937
Indiana,2013,4046
Indiana,2013,4695
Indiana,2013,5283
Indiana,2013,4615
Indiana,2013,3672
Indiana,2013,2950
Indiana,2013,2718
Indiana,2014,22
Indiana,2014,71
Indiana,2014,53
Indiana,2014,72
Indiana,2014,98
Indiana,2014,148
Indiana,2014,238
Indiana,2014,454
Indiana,2014,659
Indiana,2014,1051
Indiana,2014,1704
Indiana,2014,2915
Indiana,2014,4051
Indiana,2014,4892
Indiana,2014,5436
Indiana,2014,4862
Indiana,2014,3952
Indiana,2014,2886
Indiana,2014,2698
Indiana,2015,25
Indiana,2015,99
Indiana,2015,49
Indiana,2015,80
Indiana,2015,105
Indiana,2015,151
Indiana,2015,283
Indiana,2015,427
Indiana,2015,653
Indiana,2015,1041
Indiana,2015,1730
Indiana,2015,3000
Indiana,2015,4210
Indiana,2015,5080
Indiana,2015,5649
Indiana,2015,5041
Indiana,2015,4065
Indiana,2015,2886
Indiana,2015,2831
Indiana,2016,23
Indiana,2016,72
Indiana,2016,63
Indiana,2016,65
Indiana,2016,119
Indiana,2016,168
Indiana,2016,296
Indiana,2016,466
Indiana,2016,664
Indiana,2016,1069
Indiana,2016,1686
Indiana,2016,2839
Indiana,2016,4322
Indiana,2016,5249
Indiana,2016,6088
Indiana,2016,5043
Indiana,2016,4125
Indiana,2016,2952
Indiana,2016,2808
Indiana,2017,79
Indiana,2017,46
Indiana,2017,73
Indiana,2017,94
Indiana,2017,169
Indiana,2017,276
Indiana,2017,399
Indiana,2017,642
Indiana,2017,986
Indiana,2017,1698
Indiana,2017,2786
Indiana,2017,4349
Indiana,2017,5521
Indiana,2017,6284
Indiana,2017,5637
Indiana,2017,4414
Indiana,2017,3023
Indiana,2017,2716
Indiana,2018,27
Indiana,2018,71
Indiana,2018,49
Indiana,2018,76
Indiana,2018,100
Indiana,2018,160
Indiana,2018,256
Indiana,2018,405
Indiana,2018,697
Indiana,2018,1059
Indiana,2018,1614
Indiana,2018,2722
Indiana,2018,4303
Indiana,2018,5744
Indiana,2018,6494
Indiana,2018,5822
Indiana,2018,4517
Indiana,2018,2974
Indiana,2018,2708
Indiana,2019,19
Indiana,2019,73
Indiana,2019,49
Indiana,2019,67
Indiana,2019,101
Indiana,2019,171
Indiana,2019,286
Indiana,2019,484
Indiana,2019,678
Indiana,2019,1056
Indiana,2019,1709
Indiana,2019,2565
Indiana,2019,4291
Indiana,2019,5890
Indiana,2019,6561
Indiana,2019,6101
Indiana,2019,4591
Indiana,2019,3097
Indiana,2019,2686
Indiana,2020,28
Indiana,2020,71
Indiana,2020,52
Indiana,2020,67
Indiana,2020,96
Indiana,2020,171
Indiana,2020,262
Indiana,2020,418
Indiana,2020,673
Indiana,2020,993
Indiana,2020,1550
Indiana,2020,2316
Indiana,2020,3803
Indiana,2020,5269
Indiana,2020,6165
Indiana,2020,5730
Indiana,2020,4187
Indiana,2020,2853
Indiana,2020,2446
Indiana,2021,16
Indiana,2021,75
Indiana,2021,58
Indiana,2021,67
Indiana,2021,111
Indiana,2021,159
Indiana,2021,271
Indiana,2021,433
Indiana,2021,640
Indiana,2021,1054
Indiana,2021,1590
Indiana,2021,2461
Indiana,2021,3790
Indiana,2021,5344
Indiana,2021,6359
Indiana,2021,6157
Indiana,2021,4548
Indiana,2021,2990
Indiana,2021,2490
Indiana,2022,16
Indiana,2022,74
Indiana,2022,42
Indiana,2022,54
Indiana,2022,111
Indiana,2022,133
Indiana,2022,234
Indiana,2022,425
Indiana,2022,635
Indiana,2022,1130
Indiana,2022,1551
Indiana,2022,2415
Indiana,2022,3518
Indiana,2022,5098
Indiana,2022,6288
Indiana,2022,5852
Indiana,2022,4481
Indiana,2022,2816
Indiana,2022,2225
Iowa,1999,25
Iowa,1999,22
Iowa,1999,25
Iowa,1999,46
Iowa,1999,71
Iowa,1999,114
Iowa,1999,173
Iowa,1999,308
Iowa,1999,498
Iowa,1999,731
Iowa,1999,1047
Iowa,1999,1248
Iowa,1999,1652
Iowa,1999,2147
Iowa,1999,2485
Iowa,1999,2345
Iowa,1999,1723
Iowa,1999,1589
Iowa,2000,38
Iowa,2000,27
Iowa,2000,27
Iowa,2000,44
Iowa,2000,84
Iowa,2000,101
Iowa,2000,146
Iowa,2000,339
Iowa,2000,528
Iowa,2000,782
Iowa,2000,1066
Iowa,2000,1243
Iowa,2000,1671
Iowa,2000,2094
Iowa,2000,2377
Iowa,2000,2257
Iowa,2000,1761
Iowa,2000,1593
Iowa,2001,28
Iowa,2001,24
Iowa,2001,30
Iowa,2001,56
Iowa,2001,80
Iowa,2001,112
Iowa,2001,171
Iowa,2001,285
Iowa,2001,510
Iowa,2001,774
Iowa,2001,1078
Iowa,2001,1292
Iowa,2001,1688
Iowa,2001,2088
Iowa,2001,2434
Iowa,2001,2446
Iowa,2001,1899
Iowa,2001,1646
Iowa,2002,42
Iowa,2002,33
Iowa,2002,28
Iowa,2002,49
Iowa,2002,77
Iowa,2002,128
Iowa,2002,180
Iowa,2002,288
Iowa,2002,490
Iowa,2002,888
Iowa,2002,1197
Iowa,2002,1453
Iowa,2002,1752
Iowa,2002,2017
Iowa,2002,2235
Iowa,2002,2398
Iowa,2002,1860
Iowa,2002,1672
Iowa,2003,32
Iowa,2003,23
Iowa,2003,23
Iowa,2003,48
Iowa,2003,78
Iowa,2003,122
Iowa,2003,180
Iowa,2003,269
Iowa,2003,533
Iowa,2003,882
Iowa,2003,1194
Iowa,2003,1422
Iowa,2003,1713
Iowa,2003,2045
Iowa,2003,2177
Iowa,2003,2420
Iowa,2003,1775
Iowa,2003,1600
Iowa,2004,29
Iowa,2004,32
Iowa,2004,43
Iowa,2004,87
Iowa,2004,115
Iowa,2004,163
Iowa,2004,252
Iowa,2004,565
Iowa,2004,857
Iowa,2004,1197
Iowa,2004,1513
Iowa,2004,1711
Iowa,2004,2079
Iowa,2004,2109
Iowa,2004,2375
Iowa,2004,1936
Iowa,2004,1690
Iowa,2005,16
Iowa,2005,35
Iowa,2005,31
Iowa,2005,25
Iowa,2005,43
Iowa,2005,94
Iowa,2005,117
Iowa,2005,165
Iowa,2005,260
Iowa,2005,522
Iowa,2005,842
Iowa,2005,1296
Iowa,2005,1568
Iowa,2005,1822
Iowa,2005,2066
Iowa,2005,2202
Iowa,2005,2275
Iowa,2005,1893
Iowa,2005,1702
Iowa,2006,32
Iowa,2006,18
Iowa,2006,18
Iowa,2006,36
Iowa,2006,78
Iowa,2006,129
Iowa,2006,163
Iowa,2006,273
Iowa,2006,516
Iowa,2006,914
Iowa,2006,1278
Iowa,2006,1706
Iowa,2006,1833
Iowa,2006,2153
Iowa,2006,2185
Iowa,2006,2305
Iowa,2006,1880
Iowa,2006,1790
Iowa,2007,42
Iowa,2007,19
Iowa,2007,22
Iowa,2007,58
Iowa,2007,71
Iowa,2007,127
Iowa,2007,178
Iowa,2007,280
Iowa,2007,529
Iowa,2007,950
Iowa,2007,1312
Iowa,2007,1721
Iowa,2007,1955
Iowa,2007,2178
Iowa,2007,2120
Iowa,2007,2204
Iowa,2007,1867
Iowa,2007,1758
Iowa,2008,36
Iowa,2008,17
Iowa,2008,33
Iowa,2008,46
Iowa,2008,86
Iowa,2008,148
Iowa,2008,176
Iowa,2008,313
Iowa,2008,500
Iowa,2008,927
Iowa,2008,1397
Iowa,2008,1693
Iowa,2008,1974
Iowa,2008,2257
Iowa,2008,2196
Iowa,2008,2082
Iowa,2008,1898
Iowa,2008,1796
Iowa,2009,41
Iowa,2009,34
Iowa,2009,26
Iowa,2009,53
Iowa,2009,98
Iowa,2009,146
Iowa,2009,196
Iowa,2009,269
Iowa,2009,525
Iowa,2009,891
Iowa,2009,1439
Iowa,2009,1919
Iowa,2009,2135
Iowa,2009,2406
Iowa,2009,2223
Iowa,2009,2044
Iowa,2009,1896
Iowa,2009,1851
Iowa,2010,51
Iowa,2010,23
Iowa,2010,30
Iowa,2010,38
Iowa,2010,96
Iowa,2010,140
Iowa,2010,189
Iowa,2010,279
Iowa,2010,461
Iowa,2010,827
Iowa,2010,1366
Iowa,2010,1865
Iowa,2010,2313
Iowa,2010,2322
Iowa,2010,2242
Iowa,2010,2229
Iowa,2010,1825
Iowa,2010,1829
Iowa,2011,43
Iowa,2011,34
Iowa,2011,32
Iowa,2011,64
Iowa,2011,79
Iowa,2011,134
Iowa,2011,210
Iowa,2011,245
Iowa,2011,500
Iowa,2011,806
Iowa,2011,1428
Iowa,2011,1931
Iowa,2011,2376
Iowa,2011,2362
Iowa,2011,2256
Iowa,2011,2078
Iowa,2011,1851
Iowa,2011,1779
Iowa,2012,41
Iowa,2012,28
Iowa,2012,25
Iowa,2012,46
Iowa,2012,92
Iowa,2012,137
Iowa,2012,201
Iowa,2012,274
Iowa,2012,423
Iowa,2012,768
Iowa,2012,1401
Iowa,2012,1909
Iowa,2012,2268
Iowa,2012,2420
Iowa,2012,2122
Iowa,2012,2130
Iowa,2012,1784
Iowa,2012,1782
Iowa,2013,42
Iowa,2013,22
Iowa,2013,33
Iowa,2013,55
Iowa,2013,87
Iowa,2013,142
Iowa,2013,204
Iowa,2013,316
Iowa,2013,430
Iowa,2013,799
Iowa,2013,1386
Iowa,2013,1846
Iowa,2013,2288
Iowa,2013,2541
Iowa,2013,2186
Iowa,2013,2013
Iowa,2013,1678
Iowa,2013,1823
Iowa,2014,35
Iowa,2014,34
Iowa,2014,44
Iowa,2014,54
Iowa,2014,85
Iowa,2014,134
Iowa,2014,235
Iowa,2014,292
Iowa,2014,522
Iowa,2014,783
Iowa,2014,1390
Iowa,2014,2005
Iowa,2014,2414
Iowa,2014,2611
Iowa,2014,2357
Iowa,2014,2146
Iowa,2014,1760
Iowa,2014,1825
Iowa,2015,37
Iowa,2015,34
Iowa,2015,35
Iowa,2015,60
Iowa,2015,98
Iowa,2015,132
Iowa,2015,232
Iowa,2015,308
Iowa,2015,465
Iowa,2015,764
Iowa,2015,1369
Iowa,2015,2144
